0,john_1_43,neutral
1,isaiah_44_11,fear
2,job_15_28,sadness
3,song_of_solomon_7_4,joy
4,1_chronicles_19_15,fear
5,luke_20_23,disgust
6,psalms_69_17,sadness
7,numbers_12_4,surprise
8,genesis_19_30,fear
9,genesis_42_21,guilt
10,psalms_134_1,joy
11,amos_1_1,neutral
12,amos_4_8,sadness
13,luke_22_42,fear
14,isaiah_63_9,joy
15,jeremiah_38_19,fear
16,1_samuel_19_18,fear
17,matthew_25_8,sadness
18,esther_7_6,fear
19,numbers_9_1,neutral
20,psalms_81_7,joy
21,malachi_2_13,sadness
22,romans_6_9,joy
23,job_18_17,sadness
24,1_samuel_23_11,fear
25,2_timothy_3_1,fear
26,2_timothy_3_7,neutral
27,1_chronicles_2_30,neutral
28,genesis_22_12,surprise
29,joshua_15_7,neutral
30,luke_4_34,fear
31,mark_5_38,sadness
32,exodus_34_30,fear
33,joel_2_5,fear
34,matthew_8_32,surprise
35,luke_5_1,neutral
36,ecclesiastes_7_28,disgust
37,genesis_46_30,joy
38,deuteronomy_31_16,anger
39,john_10_15,joy
40,zechariah_5_1,surprise
41,joshua_15_5,neutral
42,jeremiah_12_7,sadness
43,ezekiel_18_13,anger
44,isaiah_52_2,joy
45,1_corinthians_16_13,neutral
46,luke_24_12,surprise
47,john_11_6,neutral
48,luke_22_67,disgust
49,micah_1_10,sadness
50,mark_1_16,neutral
51,numbers_12_10,fear
52,jeremiah_9_19,sadness
53,psalms_17_12,fear
54,judges_3_26,surprise
55,ezekiel_21_12,fear
56,2_chronicles_4_4,neutral
57,joshua_4_3,neutral
58,job_38_22,surprise
59,acts_26_16,surprise
60,numbers_21_11,neutral
61,matthew_10_27,neutral
62,job_12_24,sadness
63,nehemiah_13_6,neutral
64,exodus_11_4,neutral
65,genesis_18_16,neutral
66,isaiah_26_16,sadness
67,psalms_64_9,fear
68,isaiah_5_15,neutral
69,exodus_24_18,neutral
70,psalms_22_17,sadness
71,haggai_1_6,sadness
72,genesis_36_35,neutral
73,1_samuel_9_19,neutral
74,exodus_5_20,neutral
75,1_samuel_7_7,fear
76,mark_5_23,fear
77,amos_9_1,anger
78,hebrews_3_17,anger
79,joshua_23_1,neutral
80,acts_9_39,sadness
81,joshua_5_2,neutral
82,genesis_32_10,gratitude
83,isaiah_49_20,joy
84,matthew_17_23,sadness
85,luke_20_29,sadness
86,mark_9_6,fear
87,jeremiah_50_16,fear
88,esther_4_3,sadness
89,exodus_19_11,neutral
90,matthew_25_6,surprise
91,song_of_solomon_7_1,joy
92,1_samuel_17_52,joy
93,amos_5_17,sadness
94,ezekiel_24_18,sadness
95,isaiah_2_19,fear
96,job_10_18,sadness
97,2_corinthians_4_16,joy
98,deuteronomy_1_9,neutral
99,luke_4_38,neutral
100,genesis_14_22,neutral
101,joshua_10_25,joy
102,2_samuel_12_7,anger
103,2_samuel_22_6,fear
104,ephesians_2_12,sadness
105,leviticus_14_35,fear
106,genesis_44_21,neutral
107,1_kings_13_30,sadness
108,psalms_88_13,sadness
109,2_chronicles_18_33,fear
110,ezekiel_7_16,sadness
111,genesis_27_20,neutral
112,1_samuel_16_14,fear
113,2_kings_2_14,surprise
114,1_chronicles_24_2,sadness
115,1_samuel_12_2,neutral
116,psalms_16_2,joy
117,ruth_1_21,sadness
118,numbers_21_4,sadness
119,1_kings_1_1,sadness
120,deuteronomy_8_6,fear
121,mark_5_36,joy
122,isaiah_44_27,surprise
123,job_39_3,neutral
124,isaiah_50_5,neutral
125,2_samuel_15_20,neutral
126,1_kings_8_24,joy
127,2_kings_20_8,neutral
128,matthew_13_46,joy
129,ezekiel_12_5,neutral
130,ezekiel_3_24,neutral
131,luke_18_23,sadness
132,luke_4_32,surprise
133,hebrews_3_7,neutral
134,2_kings_1_16,anger
135,2_kings_11_11,fear
136,psalms_104_24,joy
137,luke_14_6,surprise
138,jeremiah_17_18,anger
139,acts_9_6,surprise
140,exodus_19_24,fear
141,numbers_3_4,sadness
142,2_samuel_13_4,sadness
143,2_samuel_1_14,anger
144,leviticus_14_43,fear
145,1_samuel_30_31,neutral
146,ezekiel_31_16,sadness
147,deuteronomy_22_1,neutral
148,jeremiah_50_4,sadness
149,1_kings_22_48,sadness
150,genesis_26_8,joy
151,isaiah_36_14,fear
152,luke_1_18,surprise
153,isaiah_37_33,joy
154,psalms_118_6,joy
155,isaiah_50_7,confidence
156,numbers_20_27,neutral
157,psalms_116_15,sadness
158,2_kings_1_2,fear
159,genesis_13_14,neutral
160,1_chronicles_16_30,fear
161,2_kings_8_12,sadness
162,luke_4_29,anger
163,1_kings_2_25,anger
164,job_31_32,joy
165,deuteronomy_11_16,fear
166,micah_2_12,joy
167,isaiah_13_14,fear
168,lamentations_5_3,sadness
169,judges_20_41,surprise
170,proverbs_3_25,fear
171,1_chronicles_1_45,neutral
172,1_kings_16_17,neutral
173,ezekiel_35_14,anger
174,judges_6_10,anger
175,jeremiah_17_5,disgust
176,luke_8_35,fear
177,2_samuel_2_1,neutral
178,psalms_36_1,disgust
179,ezekiel_21_2,anger
180,jeremiah_48_44,fear
181,isaiah_49_25,joy
182,zechariah_9_5,sadness
183,mark_15_37,sadness
184,psalms_37_36,sadness
185,acts_10_17,surprise
186,romans_1_14,neutral
187,genesis_26_7,fear
188,job_16_18,anger
189,luke_1_22,surprise
190,deuteronomy_8_4,joy
191,john_20_1,surprise
192,genesis_35_4,joy
193,joshua_24_23,joy
194,jeremiah_20_6,anger
195,2_kings_19_20,joy
196,luke_8_46,surprise
197,deuteronomy_28_66,fear
198,deuteronomy_28_28,anger
199,luke_13_12,joy
200,habakkuk_1_7,fear
201,psalms_20_1,joy
202,leviticus_16_31,sadness
203,numbers_23_3,neutral
204,luke_1_30,joy
205,psalms_18_38,anger
206,1_kings_3_15,joy
207,isaiah_51_4,joy
208,deuteronomy_1_22,neutral
209,acts_28_31,joy
210,2_chronicles_23_6,neutral
211,deuteronomy_4_15,fear
212,genesis_20_12,neutral
213,joshua_22_24,fear
214,acts_2_2,surprise
215,isaiah_42_4,joy
216,amos_5_20,fear
217,isaiah_21_17,sadness
218,2_kings_17_39,fear
219,jeremiah_32_33,anger
220,2_kings_16_10,neutral
221,song_of_solomon_3_3,joy
222,proverbs_13_12,sadness
223,joshua_5_4,neutral
224,psalms_13_2,sadness
225,1_samuel_17_11,fear
226,jeremiah_15_18,anger
227,song_of_solomon_2_8,joy
228,ezekiel_41_12,neutral
229,matthew_10_31,joy
230,acts_9_21,surprise
231,psalms_31_3,joy
232,psalms_45_4,joy
233,psalms_79_11,sadness
234,job_3_17,joy
235,job_20_24,fear
236,acts_7_6,sadness
237,genesis_31_28,anger
238,jeremiah_43_3,fear
239,isaiah_7_17,fear
240,psalms_119_39,fear
241,isaiah_5_27,neutral
242,2_samuel_13_34,surprise
243,genesis_34_7,anger
244,psalms_83_13,anger
245,zechariah_1_18,surprise
246,isaiah_61_1,joy
247,1_samuel_20_6,neutral
248,zechariah_7_5,sadness
249,matthew_18_12,joy
250,psalms_48_7,anger
251,revelation_18_7,anger
252,isaiah_46_7,sadness
253,jeremiah_38_16,fear
254,isaiah_30_32,joy
255,jeremiah_48_34,sadness
256,2_chronicles_7_12,joy
257,luke_1_74,joy
258,mark_9_26,surprise
259,2_chronicles_7_17,neutral
260,genesis_13_8,neutral
261,genesis_21_22,joy
262,job_19_3,sadness
263,nehemiah_4_22,neutral
264,1_kings_1_42,joy
265,exodus_18_5,joy
266,galatians_6_7,anger
267,esther_9_3,fear
268,2_chronicles_29_8,anger
269,ezekiel_4_16,sadness
270,2_chronicles_25_16,anger
271,job_31_17,joy
272,leviticus_14_53,joy
273,jeremiah_31_9,sadness
274,john_6_25,surprise
275,judges_9_34,neutral
276,1_chronicles_21_30,fear
277,1_chronicles_2_51,neutral
278,jeremiah_42_14,fear
279,psalms_102_19,joy
280,isaiah_7_24,sadness
281,mark_15_30,anger
282,2_samuel_19_1,sadness
283,joshua_18_16,neutral
284,exodus_14_22,surprise
285,genesis_37_6,surprise
286,1_corinthians_1_27,joy
287,ezra_10_3,fear
288,1_kings_18_27,anger
289,psalms_102_11,sadness
290,isaiah_32_19,fear
291,acts_26_8,surprise
292,proverbs_17_25,sadness
293,numbers_11_15,sadness
294,genesis_27_18,surprise
295,isaiah_46_3,joy
296,jeremiah_3_11,anger
297,psalms_8_1,joy
298,1_corinthians_12_21,neutral
299,john_8_22,surprise
300,mark_10_32,fear
301,2_samuel_22_42,sadness  
302,exodus_17_9,fear  
303,exodus_33_4,sadness  
304,daniel_3_24,surprise  
305,joshua_10_6,fear  
306,1_chronicles_28_4,joy  
307,daniel_8_1,neutral  
308,psalms_46_3,fear  
309,isaiah_28_21,anger  
310,jeremiah_28_11,neutral  
311,psalms_119_109,neutral  
312,1_samuel_15_13,joy  
313,job_6_18,sadness  
314,psalms_40_13,fear  
315,psalms_119_96,neutral  
316,psalms_9_20,fear  
317,john_20_19,surprise  
318,genesis_24_6,fear  
319,genesis_30_15,anger  
320,hosea_11_8,sadness  
321,judges_20_33,neutral  
322,job_15_4,anger  
323,isaiah_21_8,neutral  
324,psalms_80_18,joy  
325,zechariah_5_10,surprise  
326,deuteronomy_4_48,neutral  
327,deuteronomy_10_17,fear  
328,luke_1_50,joy  
329,galatians_4_27,joy  
330,psalms_56_9,joy  
331,psalms_49_5,fear  
332,hebrews_10_27,fear  
333,hebrews_12_11,sadness  
334,2_corinthians_10_9,fear  
335,genesis_31_22,surprise  
336,ezekiel_19_1,sadness  
337,psalms_41_1,joy  
338,2_samuel_2_31,sadness  
339,jeremiah_36_24,anger  
340,daniel_5_9,fear  
341,job_22_4,neutral  
342,judges_6_18,neutral  
343,john_21_3,sadness  
344,jeremiah_26_12,neutral  
345,zephaniah_2_12,anger  
346,acts_13_41,surprise  
347,psalms_59_17,joy  
348,psalms_96_9,fear  
349,1_kings_20_30,fear  
350,1_kings_19_15,neutral  
351,proverbs_1_7,fear
352,job_31_14,fear
353,luke_2_34,surprise
354,isaiah_65_20,neutral
355,matthew_2_18,sadness
356,luke_18_39,anger
357,isaiah_14_3,joy
358,jeremiah_5_22,fear
359,psalms_77_2,sadness
360,jeremiah_4_14,anger
361,exodus_10_22,fear
362,genesis_46_12,neutral
363,joel_2_3,fear
364,genesis_26_9,fear
365,ezra_10_11,neutral
366,acts_19_17,fear
367,psalms_78_33,sadness
368,job_9_28,fear
369,revelation_8_5,surprise
370,2_samuel_15_28,neutral
371,zechariah_7_13,anger
372,numbers_33_39,sadness
373,exodus_21_17,anger
374,deuteronomy_28_57,disgust
375,2_samuel_18_30,neutral
376,psalms_27_1,joy
377,1_kings_8_42,neutral
378,genesis_27_6,neutral
379,psalms_31_11,fear
380,jeremiah_51_51,sadness
381,acts_9_16,sadness
382,2_kings_20_3,sadness
383,jeremiah_1_17,fear
384,1_samuel_14_18,neutral
385,numbers_20_29,sadness
386,1_chronicles_22_13,joy
387,psalms_28_2,neutral
388,luke_8_56,surprise
389,joshua_12_3,neutral
390,judges_9_33,neutral
391,psalms_60_10,sadness
392,jeremiah_42_22,fear
393,numbers_10_33,neutral
394,zephaniah_2_14,sadness
395,psalms_44_5,joy
