id,book,chapter,verse,subtitle,text,verse_id,source_url,theme,emotion
1,numeros,1,1,Censo de Israel en Sinaí,"Habló Jehová a Moisés en el desierto de Sinaí, en el tabernáculo de reunión, en el día primero del mes segundo, en el segundo año de su salida de la tierra de Egipto, diciendo:",numeros_1_1,https://www.biblia.es/biblia-buscar-libros-1.php?libro=numeros&capitulo=1&version=rv60,fe;miedo;perdón;esperanza,Miedo
2,numeros,1,2,Censo de Israel en Sinaí,"Tomad el censo de toda la congregación de los hijos de Israel por sus familias, por las casas de sus padres, con la cuenta de los nombres, todos los varones por sus cabezas.",numeros_1_2,https://www.biblia.es/biblia-buscar-libros-1.php?libro=numeros&capitulo=1&version=rv60,fe,Neutral
3,numeros,1,3,Censo de Israel en Sinaí,"De veinte años arriba, todos los que pueden salir a la guerra en Israel, los contaréis tú y Aarón por sus ejércitos.",numeros_1_3,https://www.biblia.es/biblia-buscar-libros-1.php?libro=numeros&capitulo=1&version=rv60,fe,Neutral
4,numeros,1,4,Censo de Israel en Sinaí,"Y estará con vosotros un varón de cada tribu, cada uno jefe de la casa de sus padres.",numeros_1_4,https://www.biblia.es/biblia-buscar-libros-1.php?libro=numeros&capitulo=1&version=rv60,esperanza;fe;perdón,Neutral
5,numeros,1,5,Censo de Israel en Sinaí,"Estos son los nombres de los varones que estarán con vosotros: De la tribu de Rubén, Elisur hijo de Sedeur.",numeros_1_5,https://www.biblia.es/biblia-buscar-libros-1.php?libro=numeros&capitulo=1&version=rv60,fe,Neutral
6,numeros,1,6,Censo de Israel en Sinaí,"De Simeón, Selumiel hijo de Zurisadai.",numeros_1_6,https://www.biblia.es/biblia-buscar-libros-1.php?libro=numeros&capitulo=1&version=rv60,fe,Neutral
7,numeros,1,7,Censo de Israel en Sinaí,"De Judá, Naasón hijo de Aminadab.",numeros_1_7,https://www.biblia.es/biblia-buscar-libros-1.php?libro=numeros&capitulo=1&version=rv60,fe,Neutral
8,numeros,1,8,Censo de Israel en Sinaí,"De Isacar, Natanael hijo de Zuar.",numeros_1_8,https://www.biblia.es/biblia-buscar-libros-1.php?libro=numeros&capitulo=1&version=rv60,fe,Tristeza
9,numeros,1,9,Censo de Israel en Sinaí,"De Zabulón, Eliab hijo de Helón.",numeros_1_9,https://www.biblia.es/biblia-buscar-libros-1.php?libro=numeros&capitulo=1&version=rv60,fe,Neutral
10,numeros,1,10,Censo de Israel en Sinaí,"De los hijos de José: de Efraín, Elisama hijo de Amiud; de Manasés, Gamaliel hijo de Pedasur.",numeros_1_10,https://www.biblia.es/biblia-buscar-libros-1.php?libro=numeros&capitulo=1&version=rv60,,Alegría
11,numeros,1,11,Censo de Israel en Sinaí,"De Benjamín, Abidán hijo de Gedeoni.",numeros_1_11,https://www.biblia.es/biblia-buscar-libros-1.php?libro=numeros&capitulo=1&version=rv60,fe,Neutral
12,numeros,1,12,Censo de Israel en Sinaí,"De Dan, Ahiezer hijo de Amisadai.",numeros_1_12,https://www.biblia.es/biblia-buscar-libros-1.php?libro=numeros&capitulo=1&version=rv60,,Tristeza
13,numeros,1,13,Censo de Israel en Sinaí,"De Aser, Pagiel hijo de Ocrán.",numeros_1_13,https://www.biblia.es/biblia-buscar-libros-1.php?libro=numeros&capitulo=1&version=rv60,,Tristeza
14,numeros,1,14,Censo de Israel en Sinaí,"De Gad, Eliasaf hijo de Deuel.",numeros_1_14,https://www.biblia.es/biblia-buscar-libros-1.php?libro=numeros&capitulo=1&version=rv60,fe,Neutral
15,numeros,1,15,Censo de Israel en Sinaí,"De Neftalí, Ahira hijo de Enán.",numeros_1_15,https://www.biblia.es/biblia-buscar-libros-1.php?libro=numeros&capitulo=1&version=rv60,fe,Neutral
16,numeros,1,16,Censo de Israel en Sinaí,"Estos eran los nombrados de entre la congregación, príncipes de las tribus de sus padres, capitanes de los millares de Israel.",numeros_1_16,https://www.biblia.es/biblia-buscar-libros-1.php?libro=numeros&capitulo=1&version=rv60,fe;esperanza,Neutral
17,numeros,1,17,Censo de Israel en Sinaí,"Tomaron, pues, Moisés y Aarón a estos varones que fueron designados por sus nombres,",numeros_1_17,https://www.biblia.es/biblia-buscar-libros-1.php?libro=numeros&capitulo=1&version=rv60,fe,Neutral
18,numeros,1,18,Censo de Israel en Sinaí,"y reunieron a toda la congregación en el día primero del mes segundo, y fueron agrupados por familias, según las casas de sus padres, conforme a la cuenta de los nombres por cabeza, de veinte años arriba.",numeros_1_18,https://www.biblia.es/biblia-buscar-libros-1.php?libro=numeros&capitulo=1&version=rv60,fe,Neutral
19,numeros,1,19,Censo de Israel en Sinaí,"Como Jehová lo había mandado a Moisés, los contó en el desierto de Sinaí.",numeros_1_19,https://www.biblia.es/biblia-buscar-libros-1.php?libro=numeros&capitulo=1&version=rv60,fe,Neutral
20,numeros,1,20,Censo de Israel en Sinaí,"De los hijos de Rubén, primogénito de Israel, por su descendencia, por sus familias, según las casas de sus padres, conforme a la cuenta de los nombres por cabeza, todos los varones de veinte años arriba, todos los que podían salir a la guerra;",numeros_1_20,https://www.biblia.es/biblia-buscar-libros-1.php?libro=numeros&capitulo=1&version=rv60,fe,Neutral
21,numeros,1,21,Censo de Israel en Sinaí,los contados de la tribu de Rubén fueron cuarenta y seis mil quinientos.,numeros_1_21,https://www.biblia.es/biblia-buscar-libros-1.php?libro=numeros&capitulo=1&version=rv60,fe,Neutral
22,numeros,1,22,Censo de Israel en Sinaí,"De los hijos de Simeón, por su descendencia, por sus familias, según las casas de sus padres, fueron contados conforme a la cuenta de los nombres por cabeza, todos los varones de veinte años arriba, todos los que podían salir a la guerra;",numeros_1_22,https://www.biblia.es/biblia-buscar-libros-1.php?libro=numeros&capitulo=1&version=rv60,fe,Neutral
23,numeros,1,23,Censo de Israel en Sinaí,los contados de la tribu de Simeón fueron cincuenta y nueve mil trescientos.,numeros_1_23,https://www.biblia.es/biblia-buscar-libros-1.php?libro=numeros&capitulo=1&version=rv60,fe,Neutral
24,numeros,1,24,Censo de Israel en Sinaí,"De los hijos de Gad, por su descendencia, por sus familias, según las casas de sus padres, conforme a la cuenta de los nombres, de veinte años arriba, todos los que podían salir a la guerra;",numeros_1_24,https://www.biblia.es/biblia-buscar-libros-1.php?libro=numeros&capitulo=1&version=rv60,fe,Neutral
25,numeros,1,25,Censo de Israel en Sinaí,los contados de la tribu de Gad fueron cuarenta y cinco mil seiscientos cincuenta.,numeros_1_25,https://www.biblia.es/biblia-buscar-libros-1.php?libro=numeros&capitulo=1&version=rv60,fe,Neutral
26,numeros,1,26,Censo de Israel en Sinaí,"De los hijos de Judá, por su descendencia, por sus familias, según las casas de sus padres, conforme a la cuenta de los nombres, de veinte años arriba, todos los que podían salir a la guerra;",numeros_1_26,https://www.biblia.es/biblia-buscar-libros-1.php?libro=numeros&capitulo=1&version=rv60,fe,Neutral
