id,book,chapter,verse,subtitle,text,verse_id,source_url,theme,emotion
1,2-corintios,1,1,Salutación,"Pablo, apóstol de Jesucristo por la voluntad de Dios, y el hermano Timoteo, a la iglesia de Dios que está en Corinto, con todos los santos que están en toda Acaya:",2-corintios_1_1,https://www.biblia.es/biblia-buscar-libros-1.php?libro=2-corintios&capitulo=1&version=rv60,fe;amor;perdón;esperanza,Neutral
2,2-corintios,1,2,Salutación,"Gracia y paz a vosotros, de Dios nuestro Padre y del Señor Jesucristo.",2-corintios_1_2,https://www.biblia.es/biblia-buscar-libros-1.php?libro=2-corintios&capitulo=1&version=rv60,perdón;fe;esperanza;amor,Neutral
3,2-corintios,1,3,Aflicciones de Pablo,"Bendito sea el Dios y Padre de nuestro Señor Jesucristo, Padre de misericordias y Dios de toda consolación,",2-corintios_1_3,https://www.biblia.es/biblia-buscar-libros-1.php?libro=2-corintios&capitulo=1&version=rv60,fe;esperanza;amor;perdón,Ira
4,2-corintios,1,4,Aflicciones de Pablo,"el cual nos consuela en todas nuestras tribulaciones, para que podamos también nosotros consolar a los que están en cualquier tribulación, por medio de la consolación con que nosotros somos consolados por Dios.",2-corintios_1_4,https://www.biblia.es/biblia-buscar-libros-1.php?libro=2-corintios&capitulo=1&version=rv60,fe;esperanza;amor,Alegría
5,2-corintios,1,5,Aflicciones de Pablo,"Porque de la manera que abundan en nosotros las aflicciones de Cristo, así abunda también por el mismo Cristo nuestra consolación.",2-corintios_1_5,https://www.biblia.es/biblia-buscar-libros-1.php?libro=2-corintios&capitulo=1&version=rv60,fe,Alegría
6,2-corintios,1,6,Aflicciones de Pablo,"Pero si somos atribulados, es para vuestra consolación y salvación; o si somos consolados, es para vuestra consolación y salvación, la cual se opera en el sufrir las mismas aflicciones que nosotros también padecemos.",2-corintios_1_6,https://www.biblia.es/biblia-buscar-libros-1.php?libro=2-corintios&capitulo=1&version=rv60,fe,Alegría
7,2-corintios,1,7,Aflicciones de Pablo,"Y nuestra esperanza respecto de vosotros es firme, pues sabemos que así como sois compañeros en las aflicciones, también lo sois en la consolación.",2-corintios_1_7,https://www.biblia.es/biblia-buscar-libros-1.php?libro=2-corintios&capitulo=1&version=rv60,fe;esperanza,Alegría
8,2-corintios,1,8,Aflicciones de Pablo,"Porque hermanos, no queremos que ignoréis acerca de nuestra tribulación que nos sobrevino en Asia; pues fuimos abrumados sobremanera más allá de nuestras fuerzas, de tal modo que aun perdimos la esperanza de conservar la vida.",2-corintios_1_8,https://www.biblia.es/biblia-buscar-libros-1.php?libro=2-corintios&capitulo=1&version=rv60,miedo,Miedo
9,2-corintios,1,9,Aflicciones de Pablo,"Pero tuvimos en nosotros mismos sentencia de muerte, para que no confiásemos en nosotros mismos, sino en Dios que resucita a los muertos;",2-corintios_1_9,https://www.biblia.es/biblia-buscar-libros-1.php?libro=2-corintios&capitulo=1&version=rv60,miedo,Neutral
10,2-corintios,1,10,Aflicciones de Pablo,"el cual nos libró, y nos libra, y en quien esperamos que aún nos librará, de tan gran muerte;",2-corintios_1_10,https://www.biblia.es/biblia-buscar-libros-1.php?libro=2-corintios&capitulo=1&version=rv60,fe;esperanza;perdón,Neutral
