0,ecclesiastes_7_2,sadness
1,2_chronicles_2_9,joy
2,exodus_3_9,sadness
3,ezekiel_5_3,neutral
4,judges_9_39,anger
5,2_kings_5_19,joy
6,ezekiel_20_32,anger
7,psalms_118_17,joy
8,song_of_solomon_1_6,sadness
9,john_5_41,neutral
10,romans_1_12,joy
11,numbers_29_1,joy
12,isaiah_2_11,anger
13,1_chronicles_11_28,neutral
14,1_kings_3_12,joy
15,psalms_119_1,joy
16,proverbs_14_21,joy
17,joshua_7_1,anger
18,leviticus_6_24,neutral
19,song_of_solomon_2_1,joy
20,psalms_72_5,fear
21,ezra_4_24,sadness
22,isaiah_63_13,neutral
23,jeremiah_1_4,neutral
24,ezekiel_3_16,neutral
25,1_chronicles_6_63,neutral
26,joshua_23_15,fear
27,deuteronomy_29_8,neutral
28,2_samuel_1_4,sadness
29,psalms_118_22,surprise
30,jeremiah_49_1,anger
31,obadiah_1_4,anger
32,exodus_30_20,fear
33,hebrews_10_6,disgust
34,1_kings_16_6,neutral
35,ephesians_4_21,neutral
36,ezekiel_42_9,neutral
37,isaiah_9_20,disgust
38,romans_1_27,disgust
39,leviticus_7_16,neutral
40,joshua_12_22,neutral
41,joshua_7_15,fear
42,proverbs_23_13,neutral
43,isaiah_27_12,joy
44,john_12_7,sadness
45,ezekiel_33_21,sadness
46,isaiah_3_1,fear
47,james_1_13,neutral
48,ezekiel_13_2,anger
49,jeremiah_42_20,anger
50,jeremiah_36_15,neutral
51,1_kings_8_38,sadness
52,joshua_9_3,surprise
53,joshua_2_17,neutral
54,habakkuk_3_11,surprise
55,genesis_22_20,neutral
56,acts_21_5,sadness
57,1_samuel_14_5,neutral
58,jeremiah_8_14,fear
59,isaiah_58_9,joy
60,judges_5_10,neutral
61,daniel_8_21,neutral
62,numbers_33_32,neutral
63,judges_6_36,fear
64,psalms_145_16,joy
65,psalms_80_3,sadness
66,isaiah_40_31,joy
67,psalms_10_10,anger
68,john_9_12,neutral
69,judges_11_37,sadness
70,micah_4_10,fear
71,psalms_18_34,joy
72,ruth_4_16,joy
73,ezekiel_7_7,fear
74,genesis_20_14,joy
75,james_4_16,disgust
76,psalms_113_1,joy
